NGA,Nigeria,0.07901975664674248
SDN,Sudan,0.07259642116268802
SOM,Somalia,0.07171611993769167
AGO,Angola,0.0678841905627983
PNG,Papua New Guinea,0.0669607904391034
BFA,Burkina Faso,0.060837348094399356
BEN,Benin,0.058565404936882164
NZL,New Zealand,0.051863939382439626
SLE,Sierra Leone,0.04989353747061077
MLI,Mali,0.04958808116248447
BRN,Brunei,0.0484590258364325
TLS,Timor,0.04581164738380604
THA,Thailand,0.041351015898601
LBR,Liberia,0.04037426668409232
COD,Democratic Republic of Congo,0.03142201745743066
TCD,Chad,0.027596730253194063
BDI,Burundi,0.023631753036238747
NER,Niger,0.020659624079942374
YEM,Yemen,0.01460807575465782
KHM,Cambodia,0.014594199607140894
FJI,Fiji,0.007473974949913213
CHN,China,0.007068041384273
MHL,Marshall Islands,0.006757441632597898
TWN,Taiwan,0.004324682917817378
SLB,Solomon Islands,0.0027661389649981513
VNM,Vietnam,0.002674170837272205
WSM,Samoa,0.0015120205634796633
VUT,Vanuatu,9.767214715936839E-4
FSM,Micronesia (country),8.694064562123438E-4
TZA,Tanzania,8.52107987092757E-4
LAO,Laos,6.734880468241877E-4
AIA,Anguilla,""
BMU,Bermuda,""
CYM,Cayman Islands,""
FRO,Faeroe Islands,""
FLK,Falkland Islands,""
GIB,Gibraltar,""
GRL,Greenland,""
GGY,Guernsey,""
HKG,Hong Kong,""
OWID_INT,International,""
IMN,Isle of Man,""
JEY,Jersey,""
MAC,Macao,""
MSR,Montserrat,""
OWID_CYN,Northern Cyprus,""
